0.8,1.4,2.4,3.1,4.1,5.8,6.2,6.4,7.4,8.1,9.1,9.7,10.8,12.4,12.9,13.5,14.1,14.7,15.4,15.8,16.4,16.6,17.4,18.3,18.7,19.1,19.9,20.4,20.8,21.6,22.4,22.9,23.3,24.1,24.7
25.6,26.2,27.4,28.1,28.9,29.5,30.2,30.8,31.4,32.2,32.9,34.1,34.7,35.4,35.6,36.2,36.6,37.0,37.4,38.1,38.9,39.5,40.8,41.4,41.6,42.2,43.3,44.1,45.8,46.6,47.0,47.4,48.1,48.7,49.1
49.5,49.9,50.4,50.8,51.4,52.0,52.9,53.9,54.1,54.7,55.4,56.2,56.6,57.0,57.4,58.1,58.7,59.5,60.6,60.8,61.4,61.6,62.4,62.7,63.3,63.7,64.1,64.7,65.4,67.2,67.4,68.1,68.7,69.1
69.3,69.9,70.8,71.6,72.2,72.9,73.3,73.7,74.1,74.9,75.8,76.0,76.6,77.4,79.1,80.8,0
